dir,tStart,start,end,dur,born,prov,pStart,pEnd,imp,moveImp,addImp,mfeImp,maxKN,kn20,knees,mud,mud20,zeroBar,deathLvl
-1,2021-03-03 19:00,21274,21323,49,рывок,True,1715.723,1707.845,5.910000000000082,1.3329949238578376,1.7998257967423366,4.810998307952555,2,2,8,2,0,21262,1700.482
1,2021-03-10 05:00,21375,21418,43,пауза,False,1712.96,1719.646,9.723999999999933,0.6875771287535961,0.43711400053573507,2.76943644590706,3,2,8,3,1,21341,1723.324
-1,2021-03-12 03:00,21419,21453,34,рывок,False,1718.345,1734.096,9.039999999999964,-1.7423672566371726,-1.5280193841628809,2.1151548672566562,3,3,3,1,1,21402,1728.365
1,2021-03-15 18:00,21458,21563,105,пауза,False,1728.824,1729.976,11.826999999999998,0.09740424452524257,-0.4018518209413024,2.261012936501225,4,4,18,3,0,21425,1733.32
-1,2021-03-22 14:00,21569,21637,68,пауза,False,1738.055,1739.055,11.740999999999985,-0.08517162081594423,0.23728470355854017,1.2061153223745913,5,4,11,3,2,21553,1734.535
-1,2021-03-26 05:00,21652,21662,10,пауза,False,1728.04,1734.098,8.036000000000058,-0.7538576406172162,-0.6808960453080957,0.7895719263315059,2,2,4,0,0,21637,1729.88
1,2021-03-28 22:00,21668,21674,6,пауза,False,1731.235,1727.978,6.497000000000071,-0.5013082961366475,-0.5554573798041115,0.3287671232876976,2,2,3,0,0,21658,1730.263
-1,2021-03-29 05:00,21675,21729,54,рывок,False,1728.675,1697.326,3.1080000000001746,10.086550836550249,11.061131374438538,16.319498069497154,5,5,9,2,0,21668,1686.49
1,2021-03-31 16:00,21732,21895,163,рывок,False,1712.026,1730.464,6.476000000000113,2.8471278567015985,1.399897204249165,7.21093267449028,5,5,21,3,0,21718,1735.904
-1,2021-04-13 05:00,21905,21913,8,рывок,False,1727.735,1748.136,13.802999999999884,-1.478012026371096,-1.4440248983048005,0.2856625371296107,5,5,2,0,0,21845,1736.465
1,2021-04-14 08:00,21931,21936,5,пауза,False,1745.762,1736.54,8.517000000000053,-1.0827756252201388,-1.1172288058267548,0.2862510273570608,1,1,2,1,1,21928,1740.889
1,2021-04-15 18:00,21964,22015,51,пауза,False,1767.07,1768.786,35.172000000000025,0.04878880928011261,-0.03273468715144218,0.6548959399522373,4,3,7,3,2,21947,1774.542
-1,2021-04-20 08:00,22023,22039,16,рывок,False,1768.26,1780.99,10.017000000000053,-1.2708395727263604,-1.1780407081911977,0.4532295098332774,3,3,2,1,1,22002,1775.712
1,2021-04-21 03:00,22041,22069,28,рывок,False,1782.13,1789.895,4.196999999999889,1.850131045985246,1.4682599696875793,3.7655468191566066,5,5,5,1,1,22024,1792.515
-1,2021-04-23 04:00,22088,22096,8,пауза,False,1785.004,1793.635,12.32100000000014,-0.7005113221329428,-0.6624361392176706,0.267348429510578,2,2,2,0,1,22062,1789.794
-1,2021-04-26 08:00,22115,22177,62,пауза,False,1779.645,1789.06,13.434999999999945,-0.7007815407517679,-0.44341733031438624,1.2565686639374865,2,2,10,2,1,22097,1782.324
-1,2021-04-30 00:00,22199,22225,26,пауза,False,1769.86,1774.94,18.873000000000047,-0.26916759391724376,-0.19015867254757052,0.29407089492926086,2,2,6,1,1,22178,1772.36
1,2021-05-03 18:00,22240,22260,20,рывок,True,1792.285,1775.715,6.069999999999936,-2.7298187808896768,-2.9200323564535338,1.1326194398682161,2,2,3,0,0,22220,1784.002
1,2021-05-06 04:00,22295,22372,77,пауза,False,1788.675,1826.745,5.981999999999971,6.364092276830512,5.647558105626882,9.506018054162535,5,5,17,4,0,22280,1834.0
-1,2021-05-12 00:00,22383,22395,12,пауза,False,1834.43,1839.92,20.403999999999996,-0.2690648892374049,-0.2346433369965741,0.4109488335620463,2,2,2,0,1,22371,1835.765
-1,2021-05-13 04:00,22410,22435,25,пауза,False,1819.285,1834.875,9.730000000000018,-1.6022610483042024,-1.4548006723902782,1.0708119218910666,3,3,4,2,2,22396,1823.08
1,2021-05-14 07:00,22436,22488,52,рывок,False,1833.315,1864.02,8.990000000000009,3.4154616240266846,3.090496411108643,4.6412680756395845,5,3,6,1,0,22416,1866.855
-1,2021-05-19 04:00,22502,22511,9,пауза,False,1868.13,1889.08,8.339999999999918,-2.511990407673864,-2.4487002867568317,1.9064748201439146,2,2,3,0,1,22487,1871.625
1,2021-05-25 16:00,22606,22630,24,пауза,False,1895.396,1893.385,7.454999999999927,-0.26975184439973,-0.4546477452490685,2.3325285043595296,5,5,6,1,0,22591,1900.515
-1,2021-05-27 03:00,22639,22641,2,рывок,False,1896.665,1901.885,7.0499999999999545,-0.7404255319149022,-0.7237334234916039,0.17659574468083672,2,2,1,0,1,22625,1897.79
-1,2021-05-27 23:00,22658,22675,17,пауза,False,1898.125,1899.985,10.684999999999945,-0.1740758072063556,-0.08179962291778957,1.485727655591959,5,5,4,0,0,22642,1894.85
1,2021-05-31 03:00,22685,22715,30,пауза,False,1908.475,1895.09,3.494999999999891,-3.8297567954221483,-4.320178226172699,2.3290414878398726,2,2,4,2,1,22682,1903.565
-1,2021-06-02 04:00,22728,22736,8,пауза,False,1896.41,1904.71,9.924999999999955,-0.8362720403022662,-0.7890051054207473,0.19697732997482756,2,2,3,0,0,22707,1900.8
-1,2021-06-03 13:00,22760,22782,22,пауза,False,1868.015,1884.676,7.5150000000001,-2.217032601463687,-2.0485500349498182,1.5934797072521594,5,5,4,0,0,22748,1874.196
1,2021-06-06 22:00,22791,22798,7,рывок,False,1889.98,1883.545,7.870000000000118,-0.817662007623869,-0.8698232501996137,0.24777636594663485,0,0,1,0,0,22787,1888.37
1,2021-06-08 11:00,22827,22866,39,пауза,False,1900.11,1885.53,13.610000000000127,-1.0712711241733865,-1.2343076602951675,0.2806759735488705,3,3,7,1,1,22800,1889.77
-1,2021-06-10 10:00,22872,22877,5,пауза,False,1880.11,1893.83,11.5300000000002,-1.189939288811777,-1.1644893547938635,0.8816131830008489,1,1,1,1,1,22868,1888.13
1,2021-06-11 03:00,22888,22893,5,пауза,False,1899.035,1895.23,2.5399999999999636,-1.4980314960630385,-1.6135581650498712,1.608267716535381,2,2,1,0,1,22874,1897.45
-1,2021-06-14 17:00,22925,23007,82,пауза,False,1863.355,1793.17,25.205999999999904,2.7844560818852737,2.9656448746984583,3.810997381575828,4,2,16,1,1,22892,1782.014
-1,2021-06-21 12:00,23035,23082,47,пауза,False,1775.14,1794.385,24.914999999999964,-0.7724262492474381,-0.666023900751406,0.11037527593819,2,2,10,2,1,23009,1783.22
1,2021-06-28 15:00,23153,23169,16,пауза,False,1780.94,1769.475,12.3599999999999,-0.9275889967637734,-1.0027966202304996,0.12985436893204136,2,2,2,1,1,23139,1773.47
-1,2021-06-29 16:00,23177,23200,23,рывок,True,1763.135,1772.32,9.559999999999945,-0.9607740585774056,-0.822465083345233,1.014121338912133,2,2,4,1,1,23151,1764.69
1,2021-07-01 04:00,23211,23377,166,пауза,False,1774.61,1792.425,8.710000000000036,2.0453501722158416,0.9482332732992446,5.043628013777254,4,4,27,8,2,23192,1799.02
1,2021-07-13 11:00,23398,23399,1,пауза,False,1809.51,1800.366,6.904999999999973,-1.3242577842143435,-1.332779823152201,0.014482259232427146,2,2,1,0,1,23378,1805.945
1,2021-07-13 13:00,23400,23466,66,рывок,False,1813.93,1819.57,6.904999999999973,0.8167994207096155,0.28451161692434834,2.934829833454012,3,2,7,3,1,23378,1823.75
-1,2021-07-16 14:00,23470,23514,44,рывок,False,1812.79,1822.895,11.691000000000031,-0.8643400906680345,-0.6514111821488457,1.5114190402874028,5,4,5,2,1,23440,1815.655
-1,2021-07-21 01:00,23526,23563,37,пауза,False,1807.01,1807.195,5.959999999999809,-0.03104026845636768,0.32255006893526417,2.378355704698055,2,2,8,1,0,23515,1803.48
-1,2021-07-25 22:00,23592,23598,6,пауза,False,1800.92,1806.5,15.004999999999882,-0.3718760413195582,-0.34843008353298577,0.15661446184606165,2,2,2,1,1,23578,1804.695
1,2021-07-26 11:00,23605,23607,2,рывок,True,1807.945,1802.595,6.125,-0.8734693877550872,-0.8926823452055775,0.2800000000000238,1,1,0,0,1,23594,1804.695
-1,2021-07-27 04:00,23621,23629,8,пауза,False,1798.035,1802.91,3.4700000000000273,-1.4048991354466749,-1.269704804409479,1.250720461095133,3,3,2,0,2,23601,1799.915
1,2021-07-28 03:00,23643,23698,55,рывок,False,1806.355,1822.875,10.629999999999882,1.554092191909705,1.26410287291302,2.481185324553179,4,3,7,2,1,23623,1826.82
-1,2021-08-01 23:00,23708,23725,17,рывок,True,1813.975,1817.91,5.416000000000167,-0.7265509601181779,-0.544503133470598,1.4955686853765988,5,5,4,1,1,23693,1813.414
1,2021-08-03 04:00,23736,23783,47,пауза,False,1811.9,1808.72,10.039999999999964,-0.31673306772909116,-0.5807783379261673,1.9790836653386417,5,1,11,2,1,23733,1810.86
-1,2021-08-06 09:00,23810,23881,71,пауза,False,1798.85,1737.72,4.179999999999836,14.624401913876143,15.569807898117604,28.98660287081453,5,5,10,3,1,23789,1735.256
1,2021-08-11 22:00,23891,23945,54,рывок,True,1750.98,1773.41,6.276000000000067,3.5739324410452236,3.0913007788787255,5.047004461440347,3,3,8,0,0,23877,1775.965
1,2021-08-17 04:00,23966,24011,45,пауза,False,1786.17,1780.06,4.817000000000007,-1.268424330496184,-1.7963852964215579,1.9576499896200585,4,3,6,2,0,23950,1784.483
-1,2021-08-19 04:00,24012,24064,52,рывок,False,1777.555,1790.415,13.067000000000007,-0.984158567383477,-0.7605848883344835,0.13698630136986015,5,5,9,2,1,23973,1786.76
1,2021-08-23 11:00,24065,24100,35,рывок,False,1790.914,1796.005,4.442999999999984,1.1458474004051633,0.6970108353445009,4.2079675894665725,4,4,5,3,1,24055,1800.84
-1,2021-08-25 16:00,24116,24148,32,пауза,False,1789.906,1797.36,5.910000000000082,-1.261252115059196,-0.9523138842985723,1.6527918781725708,5,4,6,2,1,24091,1793.039
-1,2021-08-30 23:00,24191,24192,1,пауза,False,1810.53,1812.72,3.5399999999999636,-0.618644067796632,-0.6020212771565451,0.1401129943502464,2,2,0,0,1,24180,1811.325
-1,2021-08-31 20:00,24212,24227,15,пауза,False,1813.795,1819.42,14.714999999999918,-0.38226299694189814,-0.32292321156556236,0.29595650696568415,2,2,4,0,0,24198,1816.435
-1,2021-09-02 04:00,24242,24273,31,пауза,False,1810.985,1823.576,7.371000000000095,-1.7081807081807028,-1.4680546941486845,0.8255324921991224,2,2,6,1,1,24227,1814.505
1,2021-09-03 19:00,24280,24294,14,рывок,True,1828.64,1824.05,4.170000000000073,-1.1007194244604472,-1.2965926428445034,0.4786570743404874,2,2,2,0,0,24266,1825.245
-1,2021-09-07 03:00,24306,24377,71,рывок,True,1823.25,1802.515,3.150000000000091,6.582539682539461,7.8370784171836,12.946031746031364,4,3,10,4,2,24290,1799.22
-1,2021-09-13 09:00,24404,24409,5,пауза,False,1790.15,1796.18,9.910000000000082,-0.6084762865792052,-0.5788660202596746,0.49445005045409185,2,2,1,0,2,24377,1793.71
1,2021-09-13 20:00,24415,24427,12,пауза,False,1793.475,1787.9,7.365000000000009,-0.7569585879157924,-0.8523200749384552,0.20366598778004047,2,2,1,1,1,24408,1791.105
-1,2021-09-14 15:00,24433,24434,1,пауза,False,1805.825,1803.71,14.375,0.14713043478260932,0.15122397766023762,0.10845217391304132,1,1,1,0,1,24425,1794.975
1,2021-09-14 23:00,24440,24447,7,пауза,False,1803.765,1800.53,5.665000000000191,-0.5710503089143898,-0.6435143828898715,0.16593115622238225,2,2,1,1,1,24430,1802.995
-1,2021-09-15 11:00,24452,24522,70,пауза,False,1802.155,1760.126,5.420000000000073,7.754428044280338,8.473324793040478,11.083948339483255,4,2,9,2,0,24447,1755.29
1,2021-09-21 10:00,24543,24574,31,пауза,False,1765.99,1767.14,9.205999999999904,0.12491853139258124,-0.06734399841733059,1.7211601129698233,4,4,5,0,0,24512,1772.355
-1,2021-09-27 16:00,24641,24681,40,пауза,False,1752.27,1745.35,13.05099999999993,0.5302275687686852,0.7044729594668453,1.8450693433453418,2,2,8,0,0,24627,1741.34
1,2021-09-29 13:00,24684,24685,1,пауза,False,1736.954,1728.445,8.769999999999982,-0.9702394526795932,-0.9769492222196053,0.4088939566704698,3,3,1,0,1,24667,1736.76
-1,2021-09-30 06:00,24700,24707,7,пауза,False,1728.886,1742.11,13.2349999999999,-0.9991688704193451,-0.9681519471801218,0.49837551945599196,2,2,1,1,1,24681,1734.945
1,2021-09-30 18:00,24712,24747,35,пауза,False,1756.945,1753.525,41.950000000000045,-0.08152562574493068,-0.12906271414932907,0.2100119189511362,3,2,9,1,0,24705,1757.305
1,2021-10-04 14:00,24754,24766,12,рывок,True,1766.42,1760.07,8.450000000000045,-0.7514792899408405,-0.8345961363221315,0.49230769230767246,2,2,4,0,0,24740,1763.68
-1,2021-10-05 10:00,24773,24844,71,рывок,False,1754.33,1775.95,6.470000000000027,-3.3415765069551817,-2.730788714972317,1.2890262751159016,3,3,10,3,1,24761,1760.635
1,2021-10-08 17:00,24849,24854,5,пауза,False,1759.63,1754.05,25.80899999999997,-0.21620364988957966,-0.22757323953763073,0.023247704289197944,2,2,2,0,0,24839,1755.596
-1,2021-10-11 17:00,24872,24891,19,пауза,False,1754.335,1768.555,9.975000000000136,-1.4255639097744193,-1.3154383425181158,0.35388471177944103,2,2,2,1,1,24856,1760.22
1,2021-10-12 20:00,24898,24953,55,пауза,False,1760.125,1791.76,11.414999999999964,2.771353482260192,2.5013064861204866,3.5497152869032074,5,2,6,3,1,24879,1793.855
-1,2021-10-15 16:00,24963,24996,33,рывок,True,1767.865,1774.805,5.3689999999999145,-1.2926056993853912,-0.9421574813177466,1.3950456323337919,4,3,5,1,1,24943,1771.265
1,2021-10-19 12:00,25005,25121,116,рывок,True,1781.72,1790.04,8.310000000000173,1.0012033694343878,0.21316072851765458,3.865824308062495,4,2,14,5,2,24992,1800.015
-1,2021-10-26 17:00,25125,25155,30,пауза,False,1791.106,1797.61,22.235000000000127,-0.2925118057117098,-0.21542510004617757,0.33870024735776505,4,2,7,2,1,25120,1795.15
1,2021-10-28 02:00,25156,25189,33,рывок,False,1799.675,1780.47,5.115000000000009,-3.7546432062560884,-4.122493936032266,2.1174975562072555,5,5,5,2,1,25139,1795.825
-1,2021-10-29 13:00,25190,25213,23,рывок,False,1774.205,1792.25,8.214999999999918,-2.196591600730402,-2.035638003259973,0.2708460133901316,4,4,3,2,2,25167,1787.43
1,2021-11-01 18:00,25218,25247,29,рывок,True,1792.8,1783.34,6.7349999999999,-1.4046028210839163,-1.650809754984974,0.5398663697104709,3,3,2,0,0,25208,1789.284
-1,2021-11-03 16:00,25262,25280,18,рывок,False,1762.095,1780.94,7.413999999999987,-2.5418127866199165,-2.4012303415674148,0.07216077690856255,4,4,3,0,0,25230,1778.365
1,2021-11-04 18:00,25287,25416,129,рывок,True,1792.49,1846.27,7.499000000000024,7.171622883051048,6.197371058994246,10.152820376050103,4,3,18,5,1,25275,1855.205
1,2021-11-15 06:00,25435,25468,33,пауза,False,1857.355,1855.215,12.246000000000095,-0.17475093908215608,-0.3283975569822981,1.6156295933365938,4,4,8,2,1,25417,1862.31
-1,2021-11-17 05:00,25480,25483,3,пауза,False,1852.42,1860.16,6.4909999999999854,-1.1924202742258552,-1.1652300089653171,0.05006932676013653,2,2,0,0,0,25465,1856.166
-1,2021-11-18 16:00,25514,25620,106,пауза,False,1861.78,1794.39,14.615000000000009,4.611016079370498,5.0190314617971135,5.69038658912076,5,3,13,5,1,25506,1791.46
1,2021-11-26 03:00,25634,25690,56,рывок,False,1797.095,1774.35,7.140999999999849,-3.1851281333147456,-3.624386793503844,2.5871726648929143,3,3,4,1,0,25608,1788.005
-1,2021-12-01 08:00,25705,25759,54,пауза,False,1778.935,1780.815,24.725000000000136,-0.07603640040445293,0.0464710338425423,0.6873609706774437,4,2,10,1,0,25689,1776.545
1,2021-12-06 01:00,25767,25780,13,рывок,True,1786.225,1777.88,10.335000000000036,-0.8074504112239739,-0.8810066154917545,0.15084663763910894,3,3,2,0,1,25752,1780.88
1,2021-12-06 16:00,25782,25785,3,рывок,True,1784.535,1778.455,6.903999999999996,-0.8806488991888989,-0.9062126320692803,0.0695249130938613,3,3,1,0,1,25752,1780.88
1,2021-12-07 15:00,25804,25846,42,пауза,False,1782.565,1780.36,7.276000000000067,-0.3030511269928717,-0.6304078361685431,1.455470038482658,3,3,9,2,0,25798,1783.73
-1,2021-12-10 06:00,25864,25871,7,пауза,False,1773.655,1784.204,6.394999999999982,-1.6495699765441765,-1.5853777984251587,0.5379202501954753,3,3,2,0,0,25843,1779.705
1,2021-12-12 23:00,25880,25917,37,пауза,False,1783.315,1772.24,8.059000000000196,-1.3742399801463923,-1.6357362465385012,1.0349919344831482,2,2,6,2,1,25867,1783.39
-1,2021-12-14 18:00,25922,25947,25,рывок,True,1771.41,1778.1,7.654999999999973,-0.8739386022207513,-0.6865069291126534,2.3958197256695244,4,4,3,0,0,25893,1773.725
1,2021-12-16 08:00,25958,26010,52,пауза,False,1786.67,1791.905,3.2349999999999,1.6182380216383498,0.7151662243792182,8.542503863987896,4,2,4,2,1,25946,1795.835
-1,2021-12-20 19:00,26015,26054,39,рывок,True,1790.485,1793.545,8.339999999999918,-0.3669064748201682,-0.10084805076531432,0.6690647482014367,4,2,5,2,2,26002,1791.265
1,2021-12-23 01:00,26066,26079,13,рывок,True,1807.16,1802.945,5.315000000000055,-0.7930385700846853,-0.9360683670945645,0.5512699905926258,2,2,2,1,2,26050,1804.865
1,2021-12-23 17:00,26082,26141,59,рывок,True,1808.42,1804.475,3.2100000000000364,-1.2289719626168596,-2.255903313663427,3.7024922118379613,3,3,12,1,0,26078,1808.565
1,2021-12-31 05:00,26185,26216,31,рывок,True,1818.655,1807.2,4.350999999999885,-2.632728108480862,-3.039523982861481,3.0291886922547486,4,3,5,2,2,26164,1821.12
-1,2022-01-03 19:00,26222,26240,18,пауза,False,1801.76,1810.305,29.164999999999964,-0.2929881707526173,-0.25725087441730976,0.11143493913937953,2,2,4,0,0,26213,1807.155
-1,2022-01-07 06:00,26301,26326,25,пауза,False,1790.07,1796.51,6.819999999999936,-0.944281524926703,-0.7339018390553691,1.0843108504398902,2,2,6,1,1,26263,1793.24
1,2022-01-10 10:00,26328,26396,68,рывок,False,1799.73,1822.81,7.828999999999951,2.9480137948652536,2.464432276857738,3.633925150083053,5,3,9,2,0,26308,1824.085
-1,2022-01-13 15:00,26402,26490,88,пауза,False,1814.74,1824.04,6.930000000000064,-1.3419913419913232,-0.6334533765764557,1.2842712842712856,3,3,10,6,2,26392,1820.14
1,2022-01-20 01:00,26501,26531,30,рывок,True,1841.406,1831.696,9.485000000000127,-1.0237216657880766,-1.2044304586687404,0.6895097522403665,3,3,5,2,1,26480,1838.62
-1,2022-01-21 11:00,26534,26583,49,пауза,False,1832.055,1850.4,14.279999999999973,-1.2846638655462228,-1.0914586513482234,0.2398459383753474,4,2,9,1,0,26530,1842.83
1,2022-01-26 04:00,26596,26599,3,пауза,False,1847.515,1844.03,7.289999999999964,-0.4780521262002942,-0.5022622787114265,0.1680384087791379,2,2,1,0,0,26579,1846.595
-1,2022-01-26 10:00,26602,26674,72,пауза,False,1846.935,1797.785,4.875,10.082051282051253,10.904035615632148,13.662564102564106,5,3,9,1,0,26598,1793.07
1,2022-01-31 18:00,26679,26739,60,рывок,True,1797.96,1803.405,7.460000000000036,0.7298927613940898,0.28083779547570786,1.7514745308310948,4,2,7,3,1,26665,1805.22
-1,2022-02-03 19:00,26749,26763,14,пауза,False,1805.15,1813.37,18.99000000000001,-0.4328593996840335,-0.389847745094169,0.029225908372831143,2,2,2,0,0,26732,1807.675
1,2022-02-07 09:00,26785,26806,21,пауза,False,1812.46,1817.365,6.625,0.740377358490562,0.5576851564922922,1.6799999999999822,4,4,4,1,1,26767,1820.34
-1,2022-02-08 11:00,26810,26812,2,рывок,True,1818.175,1824.05,2.935000000000173,-2.001703577512659,-1.9616083937360844,0.2896081771720133,1,1,0,0,1,26801,1820.34
1,2022-02-09 03:00,26825,26864,39,пауза,False,1828.14,1829.766,3.6800000000000637,0.44184782608694245,-0.16112153712431332,3.756793478260755,4,4,8,3,1,26806,1831.255
1,2022-02-14 10:00,26901,27012,111,пауза,False,1855.59,1888.02,14.61999999999989,2.218194254445985,1.7902694818626617,3.6070451436388864,5,2,20,3,0,26875,1893.654
-1,2022-02-21 14:00,27020,27024,4,пауза,False,1895.14,1904.945,11.075000000000045,-0.8853273137697333,-0.8640984431454395,0.23656884875847473,2,2,2,0,1,27006,1898.74
1,2022-02-22 03:00,27030,27035,5,рывок,True,1908.56,1896.52,6.259999999999991,-1.9233226837060673,-1.970197721921171,0.7753993610223721,1,1,0,0,1,27018,1898.74
1,2022-02-22 13:00,27040,27092,52,рывок,True,1902.31,1888.19,6.259999999999991,-2.255591054313085,-2.722274323343948,11.529552715654962,4,2,6,3,1,27018,1913.485
-1,2022-02-25 13:00,27109,27151,42,рывок,False,1887.456,1916.34,43.815000000000055,-0.6592262923656277,-0.6048648313143393,0.10181444710715525,2,2,7,2,1,27083,1910.995
1,2022-03-02 02:00,27167,27175,8,рывок,True,1938.265,1926.675,9.524999999999864,-1.2167979002624998,-1.2660497982886498,1.0230971128608957,2,2,2,0,0,27144,1931.055
-1,2022-03-02 13:00,27178,27211,33,пауза,False,1932.04,1947.325,34.25999999999999,-0.44614711033275206,-0.39122718964375164,0.49839462930531375,2,2,7,2,2,27172,1933.415
-1,2022-03-11 13:00,27339,27420,81,рывок,False,1962.14,1933.86,13.93600000000015,2.0292766934557904,2.352922832887455,4.81307405281281,4,4,13,4,2,27321,1924.86
1,2022-03-17 11:00,27430,27458,28,рывок,False,1943.34,1928.49,8.0949999999998,-1.8344657195800218,-2.0324537254134136,0.8060531192094197,4,4,5,0,0,27414,1935.575
-1,2022-03-18 18:00,27460,27479,19,рывок,True,1923.82,1933.395,14.183999999999969,-0.6750564015792488,-0.5976098044711239,0.4096164692611364,4,4,2,1,1,27442,1928.995
1,2022-03-21 18:00,27483,27497,14,рывок,True,1936.08,1925.26,6.954999999999927,-1.5557153127246657,-1.673154754947748,0.7836089144500507,4,4,4,0,0,27478,1929.4
-1,2022-03-22 13:00,27501,27520,19,рывок,True,1923.54,1929.49,9.084999999999809,-0.6549257017061277,-0.5340118290168965,1.4100165107319995,4,4,6,1,1,27493,1924.52
1,2022-03-23 23:00,27533,27567,34,пауза,False,1946.18,1950.56,31.37000000000012,0.13962384443735623,0.0778544862235347,0.6383806184252395,4,3,5,2,1,27517,1956.24
-1,2022-03-25 18:00,27575,27630,55,пауза,False,1953.265,1925.93,18.735000000000127,1.459033893781684,1.6235701340237287,3.368561515879354,5,4,8,1,1,27559,1921.48
1,2022-03-30 12:00,27638,27682,44,рывок,False,1927.235,1927.58,5.470000000000027,0.06307129798903575,-0.3920204514621215,4.136197440584988,4,4,8,1,1,27626,1932.56
-1,2022-04-03 22:00,27693,27702,9,рывок,True,1923.23,1929.945,7.059999999999945,-0.9511331444759165,-0.8763683274152868,1.084985835694071,2,2,2,0,1,27676,1926.86
1,2022-04-04 17:00,27712,27733,21,пауза,False,1929.605,1921.036,12.519999999999982,-0.6844249201277933,-0.7810971116803923,1.2005591054313076,2,2,3,1,1,27699,1925.555
-1,2022-04-06 05:00,27746,27750,4,пауза,False,1921.015,1929.795,8.669999999999845,-1.0126874279123563,-0.9855698105923957,0.6845444059977254,2,2,1,0,1,27732,1925.37
1,2022-04-06 14:00,27755,27885,130,пауза,False,1925.83,1973.525,15.24499999999989,3.128566743194523,2.6455072900934202,3.6560183666776322,5,2,24,6,2,27748,1974.85
-1,2022-04-14 18:00,27897,27900,3,рывок,True,1970.545,1978.655,6.865000000000009,-1.1813546977421543,-1.155645737537325,0.023160961398413008,2,2,0,0,1,27881,1975.196
1,2022-04-18 14:00,27916,27917,1,рывок,False,1983.995,1989.156,0.7210000000000036,7.158113730929309,7.076498364957178,14.507628294036039,2,2,1,0,1,27893,1987.885
-1,2022-04-19 11:00,27936,28001,65,пауза,False,1980.15,1951.01,8.409999999999854,3.464922711058336,3.895476166387717,5.151724137931126,4,3,8,4,1,27914,1949.69
-1,2022-04-25 11:00,28028,28045,17,пауза,False,1907.67,1906.885,8.865000000000009,0.08855047941343272,0.19977112567663882,1.8172588832487435,4,4,4,0,0,28000,1902.605
1,2022-04-26 10:00,28050,28076,26,рывок,True,1909.5,1888.295,5.184999999999945,-4.0896817743491125,-4.377268152943108,0.34811957569914803,3,2,7,1,1,28045,1896.57
1,2022-04-29 01:00,28110,28128,18,рывок,True,1902.575,1896.75,13.5,-0.43148148148148485,-0.5086872776014287,1.2892592592592573,4,4,1,1,1,28091,1902.64
-1,2022-05-03 04:00,28159,28169,10,рывок,False,1858.615,1874.42,12.740000000000009,-1.240580847723709,-1.1945589183748788,0.6393249607535303,3,3,1,0,0,28120,1867.22
1,2022-05-03 23:00,28177,28216,39,пауза,False,1868.445,1875.145,12.779999999999973,0.5242566510172191,0.35063167006123597,3.2374804381846705,2,2,6,2,2,28163,1889.6
-1,2022-05-05 23:00,28223,28239,16,пауза,False,1874.296,1886.585,8.529999999999973,-1.4406799531066854,-1.331703842198276,0.9555685814771504,3,3,2,1,2,28213,1881.075
-1,2022-05-09 16:00,28263,28301,38,пауза,False,1861.04,1851.766,15.326000000000022,0.6051154900169564,0.7462880056915708,1.889925616599235,5,4,4,1,1,28239,1840.095
1,2022-05-11 16:00,28309,28331,22,пауза,False,1852.275,1835.68,23.364000000000033,-0.710280773840096,-0.764472970696445,0.2824858757062104,2,2,1,1,1,28305,1844.04
-1,2022-05-13 11:00,28350,28390,40,рывок,False,1814.01,1828.555,18.215000000000146,-0.7985177051880294,-0.6736713371396266,1.4946472687345425,5,4,4,2,1,28317,1817.71
1,2022-05-17 07:00,28392,28400,8,рывок,False,1824.28,1818.74,7.444999999999936,-0.7441235728676979,-0.8071355713497768,1.5950302216252654,1,1,1,1,1,28388,1821.91
-1,2022-05-18 04:00,28412,28423,11,пауза,False,1809.125,1823.485,4.389999999999873,-3.271070615034241,-3.124302248365024,0.41230068337129794,3,3,4,0,0,28396,1817.3
1,2022-05-19 04:00,28435,28528,93,пауза,False,1815.43,1860.185,10.881000000000085,4.113132984100683,3.634998688942283,4.992188217994625,4,2,18,3,0,28420,1862.835
-1,2022-05-25 19:00,28542,28576,34,рывок,True,1855.2,1858.336,5.274999999999864,-0.5945023696682556,-0.227164973048798,2.7381990521327646,4,3,4,3,1,28523,1853.5
-1,2022-05-31 09:00,28622,28648,26,рывок,True,1850.355,1844.265,7.0,0.8699999999999883,1.083019339001395,3.116428571428579,4,4,4,3,3,28605,1838.09
1,2022-06-02 05:00,28664,28720,56,пауза,False,1848.35,1843.675,5.826000000000022,-0.8024373498111804,-1.3408421030570217,4.431857191898398,2,1,6,2,1,28661,1851.01
1,2022-06-07 23:00,28750,28785,35,пауза,False,1853.665,1846.305,13.230000000000018,-0.5563114134542623,-0.7070431487954952,0.455026455026453,4,3,5,3,1,28741,1849.106
-1,2022-06-09 20:00,28794,28811,17,пауза,False,1847.94,1855.926,10.485000000000127,-0.7616595135908231,-0.6676231731880276,2.1745350500715,2,2,3,1,1,28777,1847.65
1,2022-06-13 05:00,28825,28828,3,пауза,False,1865.515,1853.415,18.855000000000018,-0.6417395916202665,-0.6511000801806565,0.09339697692919467,2,2,1,0,2,28809,1860.275
-1,2022-06-13 17:00,28837,28875,38,пауза,False,1828.77,1825.45,43.79600000000005,0.07580600968124789,0.12520800929831657,0.5380628367887484,4,2,5,1,1,28826,1819.375
