тренд №,блок,тип блока,дата начала (0),дата конца (5),последовательность,№ посл.,подпись нуля,цена (0),цена (1),цена (2),цена (3),цена (4),цена (5),ход блока %,ход тренда от рождения %,баров,что после (5)
132,1,рождение,2019-10-08 01:00,2019-10-09 07:00,HH·HL·HH·HL·HH,П6,LL,1487.17,1508.75,1497.87,1509.75,1504.0,1511.47,1.63,1.63,29,LL
133,1,рождение,2019-10-09 11:00,2019-10-10 12:00,LH·HL·HH·HL·LH,П5,LL,1499.94,1509.32,1503.09,1517.11,1503.9,1511.39,1.14,1.14,24,LL
134,1,рождение,2019-10-11 14:00,2019-10-15 03:00,LH·HL·LH·HL·HH,П20,LL,1474.09,1497.15,1488.78,1493.64,1490.67,1495.49,1.56,1.56,35,LL
135,1,рождение,2019-10-22 00:00,2019-10-23 09:00,LH·HL·HH·HL·HH,П1,LL,1480.96,1489.05,1482.96,1490.71,1488.22,1495.06,0.95,0.95,32,HL
136,1,рождение,2019-10-25 17:00,2019-10-28 07:00,LH·HL·HH·HL·HH,П1,LL,1500.72,1506.26,1502.18,1506.27,1503.38,1508.28,0.5,0.5,13,LL
137,1,рождение,2019-10-28 14:00,2019-10-29 07:00,LH·HL·LH·HL·HH,П20,LL,1490.14,1494.01,1490.34,1493.01,1490.98,1494.85,0.32,0.32,16,LL
138,1,рождение,2019-10-29 13:00,2019-10-30 14:00,LH·HL·LH·HL·HH,П20,LL,1483.6,1492.52,1487.11,1489.55,1487.39,1495.75,0.82,0.82,24,LL
139,1,рождение,2019-11-01 12:00,2019-11-04 08:00,HH·HL·LH·HL·LH,П25,LL,1503.41,1516.17,1507.25,1514.4,1511.1,1514.06,0.85,0.85,18,LL
140,1,рождение,2019-11-12 15:00,2019-11-13 19:00,HH·HL·HH·HL·HH,П6,LL,1445.71,1460.44,1457.89,1466.78,1460.47,1467.08,1.48,1.48,27,HL
141,1,рождение,2019-11-29 13:00,2019-12-03 01:00,HH·HL·LH·HL·LH,П25,LL,1453.15,1466.46,1454.18,1465.46,1461.36,1463.96,0.92,0.92,31,LL
142,1,рождение,2019-12-08 23:00,2019-12-10 14:00,LH·HL·LH·HL·HH,П20,LL,1458.8,1465.41,1459.21,1462.12,1460.18,1469.22,0.71,0.71,38,HL
142,2,продолжение,2019-12-10 16:00,2019-12-12 14:00,HH·HL·LH·HL·HH,П16,HL,1462.41,1478.97,1467.58,1475.73,1472.14,1486.78,1.67,1.92,44,LL
143,1,рождение,2019-12-12 23:00,2019-12-16 07:00,LH·HL·HH·HL·HH,П1,LL,1461.88,1475.53,1465.48,1478.08,1473.28,1478.8,1.16,1.16,31,HL
144,1,рождение,2019-12-18 13:00,2019-12-20 06:00,LH·HL·HH·HL·LH,П5,LL,1470.58,1478.51,1473.36,1481.76,1478.0,1479.75,0.76,0.76,39,LL
145,1,рождение,2019-12-20 16:00,2019-12-24 09:00,HH·HL·HH·HL·HH,П6,LL,1475.92,1485.3,1480.57,1486.22,1484.46,1493.04,1.16,1.16,39,HL
145,2,продолжение,2019-12-24 13:00,2019-12-27 03:00,HH·HL·HH·HL·HH,П6,HL,1488.84,1500.56,1497.57,1512.65,1509.27,1514.04,1.69,2.58,33,LL
146,1,рождение,2019-12-27 07:00,2019-12-30 16:00,HH·HL·HH·HL·HH,П6,LL,1507.42,1515.32,1510.14,1515.82,1510.88,1516.18,0.58,0.58,32,HL
146,2,продолжение,2019-12-30 20:00,2020-01-02 07:00,HH·HL·LH·HL·LH,П25,HL,1514.55,1525.38,1516.71,1524.92,1517.11,1521.5,0.71,1.19,33,HL
146,3,продолжение,2020-01-02 08:00,2020-01-03 18:00,HH·HL·HH·HL·HH,П6,HL,1518.57,1531.41,1522.9,1551.54,1541.0,1553.54,2.3,3.06,33,HL
147,1,рождение,2020-01-09 06:00,2020-01-10 08:00,LH·HL·LH·HL·LH,П29,LL,1540.26,1556.58,1544.92,1555.13,1545.78,1552.5,1.06,1.06,25,HL
148,1,рождение,2020-01-14 01:00,2020-01-15 08:00,LH·HL·HH·HL·HH,П1,LL,1536.02,1547.13,1541.04,1548.91,1550.39,1554.28,1.19,1.19,30,LL
149,1,рождение,2020-01-16 15:00,2020-01-17 13:00,LH·HL·HH·HL·HH,П1,LL,1548.1,1554.2,1549.46,1557.04,1554.19,1560.78,0.82,0.82,21,LL
150,1,рождение,2020-01-17 15:00,2020-01-21 02:00,HH·HL·HH·HL·HH,П6,LL,1554.14,1561.3,1556.34,1562.8,1558.33,1568.7,0.94,0.94,29,LL
151,1,рождение,2020-01-21 14:00,2020-01-22 23:00,LH·HL·LH·HL·HH,П20,LL,1546.4,1560.07,1550.28,1559.26,1554.67,1563.82,1.13,1.13,31,LL
152,1,рождение,2020-01-24 13:00,2020-01-27 11:00,HH·HL·HH·HL·LH,П12,LL,1556.63,1575.93,1569.6,1588.63,1575.93,1586.34,2.06,2.06,21,HL
153,1,рождение,2020-01-29 03:00,2020-01-30 17:00,LH·HL·HH·HL·HH,П1,LL,1563.47,1574.51,1568.88,1583.07,1572.39,1586.03,1.44,1.44,37,LL
154,1,рождение,2020-02-05 09:00,2020-02-07 00:00,LH·HL·HH·HL·HH,П1,LL,1547.55,1559.64,1552.56,1568.34,1561.66,1569.19,1.4,1.4,37,LL
155,1,рождение,2020-02-07 13:00,2020-02-10 17:00,HH·HL·LH·HL·HH,П16,LL,1560.46,1576.69,1568.1,1575.28,1571.46,1577.06,1.06,1.06,27,LL
156,1,рождение,2020-02-12 08:00,2020-02-13 10:00,LH·HL·HH·HL·HH,П1,LL,1561.98,1567.75,1563.61,1570.5,1565.04,1577.61,1.0,1.0,25,HL
156,2,продолжение,2020-02-13 14:00,2020-02-17 14:00,HH·HL·HH·HL·LH,П12,HL,1571.93,1578.38,1573.16,1585.08,1578.93,1582.64,0.84,1.48,46,HL
156,3,продолжение,2020-02-18 06:00,2020-02-19 20:00,HH·HL·HH·HL·HH,П6,HL,1585.08,1605.13,1599.61,1611.33,1602.44,1612.98,1.76,3.26,37,HL
156,4,продолжение,2020-02-20 07:00,2020-02-25 15:00,HH·HL·HH·HL·LH,П12,HL,1603.98,1623.74,1619.03,1689.38,1633.17,1658.52,5.32,8.16,77,LL
157,1,рождение,2020-02-26 14:00,2020-02-27 15:00,LH·HL·HH·HL·HH,П1,LL,1625.02,1650.03,1636.2,1652.66,1641.4,1660.42,2.18,2.18,24,LL
158,1,рождение,2020-03-02 20:00,2020-03-03 23:00,LH·HL·HH·HL·HH,П1,LL,1584.12,1601.24,1593.58,1649.31,1626.47,1653.0,4.35,4.35,25,HL
158,2,продолжение,2020-03-04 07:00,2020-03-06 00:00,LH·HL·LH·HL·HH,П20,HL,1631.96,1649.41,1633.97,1640.92,1637.23,1676.6,2.74,5.84,39,HL
159,1,рождение,2020-03-06 15:00,2020-03-09 13:00,HH·HL·LH·HL·HH,П16,LL,1642.35,1703.28,1657.62,1685.33,1662.4,1685.76,3.71,3.71,22,LL
160,1,рождение,2020-03-16 13:00,2020-03-17 22:00,LH·HL·HH·HL·LH,П5,LL,1451.43,1519.64,1465.81,1554.01,1520.85,1546.43,7.07,7.07,31,LL
161,1,рождение,2020-03-19 22:00,2020-03-24 02:00,HH·HL·LH·HL·HH,П16,LL,1455.32,1516.18,1479.46,1508.41,1485.17,1583.65,8.82,8.82,50,HL
161,2,продолжение,2020-03-24 06:00,2020-03-26 17:00,HH·HL·LH·HL·HH,П16,HL,1560.34,1640.35,1596.38,1627.68,1597.64,1644.43,5.39,12.99,57,HL
162,1,рождение,2020-04-01 13:00,2020-04-03 03:00,LH·HL·HH·HL·LH,П5,LL,1572.83,1596.07,1583.22,1619.97,1609.01,1614.42,3.0,3.0,36,LL
163,1,рождение,2020-04-03 12:00,2020-04-07 07:00,HH·HL·HH·HL·LH,П12,LL,1606.82,1626.06,1609.26,1675.61,1655.0,1669.48,4.28,4.28,41,LL
164,1,рождение,2020-04-08 00:00,2020-04-09 01:00,LH·HL·HH·HL·LH,П5,LL,1641.47,1655.54,1642.58,1656.59,1643.84,1649.99,0.92,0.92,24,HL
164,2,продолжение,2020-04-09 11:00,2020-04-14 02:00,HH·HL·HH·HL·HH,П6,HL,1655.38,1690.25,1674.6,1692.83,1680.31,1725.34,4.23,5.11,37,HL
165,1,рождение,2020-04-15 07:00,2020-04-16 12:00,LH·HL·LH·HL·HH,П20,LL,1708.28,1727.03,1708.99,1723.97,1712.02,1738.75,1.78,1.78,28,LL
166,1,рождение,2020-04-20 00:00,2020-04-20 20:00,LH·HL·HH·HL·LH,П5,LL,1671.22,1685.71,1673.08,1702.42,1685.88,1698.11,1.87,1.87,20,HL
167,1,рождение,2020-04-21 11:00,2020-04-23 01:00,LH·HL·LH·HL·HH,П20,LL,1661.42,1692.83,1671.31,1691.6,1680.48,1719.49,3.5,3.5,36,HL
167,2,продолжение,2020-04-23 03:00,2020-04-24 11:00,HH·HL·LH·HL·HH,П16,HL,1707.42,1738.88,1721.12,1735.4,1721.26,1736.57,1.84,4.66,31,LL
168,1,рождение,2020-05-05 07:00,2020-05-06 08:00,LH·HL·HH·HL·LH,П5,LL,1689.82,1709.79,1693.27,1711.92,1700.83,1708.49,1.31,1.31,24,LL
169,1,рождение,2020-05-06 20:00,2020-05-08 01:00,HH·HL·HH·HL·LH,П12,LL,1682.63,1694.16,1684.66,1722.29,1711.41,1720.62,2.36,2.36,27,HL
170,1,рождение,2020-05-11 15:00,2020-05-13 06:00,HH·HL·LH·HL·LH,П25,LL,1692.13,1711.19,1698.09,1706.66,1700.32,1706.01,1.13,1.13,37,LL
171,1,рождение,2020-05-13 08:00,2020-05-14 16:00,HH·HL·LH·HL·HH,П16,LL,1699.26,1719.91,1711.27,1719.61,1711.27,1736.16,2.17,2.17,31,HL
171,2,продолжение,2020-05-15 01:00,2020-05-18 11:00,HH·HL·HH·HL·HH,П6,HL,1728.85,1738.81,1730.25,1751.72,1740.06,1765.26,2.11,3.88,33,LL
172,1,рождение,2020-05-19 06:00,2020-05-20 12:00,LH·HL·HH·HL·HH,П1,LL,1726.62,1739.21,1731.05,1751.16,1746.49,1753.43,1.55,1.55,29,LL
173,1,рождение,2020-05-27 13:00,2020-05-28 23:00,HH·HL·HH·HL·LH,П12,LL,1694.01,1715.39,1705.77,1727.55,1711.47,1722.4,1.98,1.98,32,HL
173,2,продолжение,2020-05-29 01:00,2020-06-01 23:00,HH·HL·LH·HL·HH,П16,HL,1712.62,1744.69,1727.46,1741.35,1734.91,1743.39,1.87,2.99,44,LL
174,1,рождение,2020-06-03 14:00,2020-06-04 17:00,LH·HL·HH·HL·HH,П1,LL,1689.59,1705.57,1698.47,1718.33,1700.45,1721.48,1.89,1.89,26,HL
175,1,рождение,2020-06-05 14:00,2020-06-09 01:00,LH·HL·HH·HL·HH,П1,LL,1670.44,1685.94,1677.51,1697.62,1686.48,1704.91,2.06,2.06,33,HL
175,2,продолжение,2020-06-09 06:00,2020-06-10 14:00,HH·HL·LH·HL·HH,П16,HL,1692.37,1720.89,1711.74,1718.82,1714.71,1727.36,2.07,3.41,31,LL
176,1,рождение,2020-06-11 11:00,2020-06-15 00:00,HH·HL·LH·HL·LH,П25,LL,1721.29,1744.92,1722.5,1743.34,1728.09,1734.21,1.37,1.37,35,LL
177,1,рождение,2020-06-18 14:00,2020-06-22 14:00,LH·HL·HH·HL·HH,П1,LL,1717.69,1725.6,1721.65,1758.68,1742.68,1763.13,2.65,2.65,46,HL
178,1,рождение,2020-06-24 22:00,2020-06-26 08:00,LH·HL·LH·HL·HH,П20,LL,1754.25,1769.0,1755.56,1766.81,1758.31,1766.88,0.84,0.84,33,LL
179,1,рождение,2020-06-29 12:00,2020-06-30 06:00,LH·HL·LH·HL·HH,П20,LL,1765.94,1774.32,1767.46,1773.83,1768.84,1773.86,0.47,0.47,17,LL
180,1,рождение,2020-07-06 02:00,2020-07-08 14:00,HH·HL·HH·HL·HH,П6,LL,1770.1,1787.39,1773.79,1797.41,1791.53,1818.09,2.71,2.71,58,HL
181,1,рождение,2020-07-16 19:00,2020-07-20 14:00,LH·HL·HH·HL·HH,П1,LL,1795.12,1799.58,1795.99,1811.92,1805.88,1820.65,1.42,1.42,41,HL
181,2,продолжение,2020-07-21 01:00,2020-07-23 08:00,HH·HL·HH·HL·HH,П6,HL,1815.85,1865.84,1846.52,1876.71,1863.85,1888.81,4.02,5.22,53,HL
181,3,продолжение,2020-07-23 13:00,2020-07-27 10:00,HH·HL·LH·HL·HH,П16,HL,1869.98,1898.37,1879.11,1890.41,1881.59,1945.28,4.03,8.37,43,HL
182,1,рождение,2020-07-30 15:00,2020-08-03 06:00,HH·HL·HH·HL·LH,П12,LL,1939.34,1983.1,1959.96,1986.77,1960.54,1977.54,2.45,2.45,37,HL
183,1,рождение,2020-08-04 11:00,2020-08-06 14:00,HH·HL·LH·HL·HH,П16,LL,1966.86,2055.93,2028.69,2054.1,2041.14,2069.82,5.23,5.23,49,HL
184,1,рождение,2020-08-12 04:00,2020-08-13 17:00,HH·HL·LH·HL·HH,П16,LL,1862.9,1949.5,1907.11,1942.84,1920.51,1966.42,5.56,5.56,36,HL
185,1,рождение,2020-08-27 14:00,2020-08-31 16:00,LH·HL·HH·HL·LH,П5,LL,1910.19,1935.2,1923.19,1976.78,1954.42,1975.1,3.49,3.49,48,HL
186,1,рождение,2020-09-11 03:00,2020-09-14 15:00,HH·HL·LH·HL·HH,П16,LL,1937.24,1954.77,1937.25,1951.74,1940.03,1962.54,1.31,1.31,35,HL
186,2,продолжение,2020-09-14 17:00,2020-09-15 11:00,LH·HL·HH·HL·HH,П1,HL,1953.24,1959.22,1955.25,1969.19,1960.3,1972.22,0.97,1.81,17,LL
187,1,рождение,2020-09-15 14:00,2020-09-16 18:00,LH·HL·HH·HL·LH,П5,LL,1948.47,1958.92,1949.91,1973.78,1956.62,1970.16,1.3,1.3,27,LL
188,1,рождение,2020-09-21 14:00,2020-09-22 18:00,LH·HL·LH·HL·LH,П29,LL,1882.43,1920.06,1894.7,1917.63,1896.93,1907.13,2.0,2.0,27,HL
189,1,рождение,2020-09-28 08:00,2020-09-30 15:00,HH·HL·HH·HL·HH,П6,LL,1848.8,1887.33,1875.68,1899.18,1881.52,1902.35,2.9,2.9,53,HL
190,1,рождение,2020-10-07 01:00,2020-10-08 13:00,LH·HL·LH·HL·HH,П20,LL,1872.9,1898.07,1879.3,1889.32,1883.54,1900.69,1.48,1.48,35,LL
191,1,рождение,2020-10-08 17:00,2020-10-12 05:00,HH·HL·HH·HL·LH,П12,LL,1882.0,1912.97,1905.76,1933.29,1921.67,1932.06,2.73,2.73,34,LL
192,1,рождение,2020-10-20 02:00,2020-10-21 08:00,LH·HL·HH·HL·HH,П1,LL,1894.61,1908.25,1897.74,1914.12,1906.72,1922.85,1.49,1.49,29,HL
193,1,рождение,2020-10-22 14:00,2020-10-23 12:00,LH·HL·HH·HL·HH,П1,LL,1894.78,1907.53,1901.44,1907.84,1902.83,1914.36,1.03,1.03,21,LL
194,1,рождение,2020-10-29 13:00,2020-11-02 02:00,LH·HL·HH·HL·LH,П5,LL,1860.08,1878.14,1866.73,1889.76,1873.5,1885.64,1.6,1.6,34,HL
195,1,рождение,2020-11-04 01:00,2020-11-06 14:00,LH·HL·HH·HL·HH,П1,LL,1882.21,1912.32,1893.3,1952.79,1935.72,1960.39,4.15,4.15,59,HL
196,1,рождение,2020-11-09 16:00,2020-11-11 06:00,LH·HL·LH·HL·LH,П29,LL,1850.53,1890.51,1867.52,1885.37,1872.07,1884.47,2.16,2.16,36,LL
197,1,рождение,2020-11-11 14:00,2020-11-13 01:00,LH·HL·HH·HL·LH,П5,LL,1856.45,1872.73,1863.32,1883.88,1874.15,1882.01,1.48,1.48,33,HL
197,2,продолжение,2020-11-13 09:00,2020-11-16 09:00,HH·HL·HH·HL·LH,П12,HL,1875.96,1896.88,1884.74,1899.11,1887.56,1895.27,1.23,2.3,23,LL
198,1,рождение,2020-11-19 13:00,2020-11-20 15:00,LH·HL·HH·HL·HH,П1,LL,1852.79,1867.79,1860.97,1869.86,1861.06,1879.82,1.46,1.46,25,HL
199,1,рождение,2020-11-24 15:00,2020-11-25 14:00,LH·HL·HH·HL·HH,П1,LL,1800.42,1812.17,1801.81,1815.23,1806.64,1817.77,0.96,0.96,22,LL
200,1,рождение,2020-11-25 19:00,2020-11-26 13:00,LH·HL·HH·HL·LH,П5,LL,1804.33,1812.76,1806.86,1818.34,1811.16,1815.3,0.78,0.78,17,LL
201,1,рождение,2020-11-30 02:00,2020-12-01 18:00,LH·HL·HH·HL·HH,П1,LL,1764.57,1783.91,1764.67,1784.53,1775.52,1817.36,2.99,2.99,39,HL
201,2,продолжение,2020-12-02 05:00,2020-12-03 12:00,HH·HL·LH·HL·HH,П16,HL,1807.54,1832.52,1812.78,1831.84,1826.22,1843.98,2.02,4.5,30,LL
202,1,рождение,2020-12-07 08:00,2020-12-08 14:00,HH·HL·HH·HL·HH,П6,LL,1822.25,1868.58,1856.95,1871.88,1860.35,1875.31,2.91,2.91,30,LL
203,1,рождение,2020-12-09 18:00,2020-12-11 02:00,LH·HL·HH·HL·LH,П5,LL,1825.58,1842.52,1828.77,1850.02,1830.28,1840.75,1.34,1.34,30,LL
204,1,рождение,2020-12-14 10:00,2020-12-16 02:00,LH·HL·HH·HL·HH,П1,LL,1819.42,1839.1,1822.28,1847.6,1842.49,1858.39,2.14,2.14,38,HL
205,1,рождение,2020-12-28 11:00,2020-12-29 16:00,LH·HL·LH·HL·HH,П20,LL,1869.31,1896.55,1871.2,1883.6,1871.87,1886.44,1.46,1.46,28,HL
206,1,рождение,2020-12-30 13:00,2020-12-31 16:00,HH·HL·LH·HL·HH,П16,LL,1876.2,1899.9,1885.53,1896.16,1891.92,1900.44,1.29,1.29,26,LL
207,1,рождение,2020-12-31 18:00,2021-01-05 14:00,HH·HL·HH·HL·HH,П6,LL,1890.47,1944.52,1929.42,1945.74,1934.44,1952.73,3.29,3.29,42,HL
208,1,рождение,2021-01-11 01:00,2021-01-12 10:00,LH·HL·LH·HL·HH,П20,LL,1817.16,1855.57,1829.12,1851.67,1841.39,1863.87,2.57,2.57,32,LL
209,1,рождение,2021-01-14 02:00,2021-01-15 09:00,HH·HL·LH·HL·HH,П16,LL,1829.49,1857.59,1843.89,1855.74,1846.83,1856.99,1.54,1.54,30,LL
210,1,рождение,2021-01-17 23:00,2021-01-19 10:00,LH·HL·HH·HL·HH,П1,LL,1802.95,1840.85,1829.73,1843.75,1836.34,1845.67,2.37,2.37,30,LL
211,1,рождение,2021-01-27 14:00,2021-01-29 00:00,LH·HL·HH·HL·LH,П5,LL,1831.43,1850.67,1834.13,1864.22,1835.08,1845.38,1.79,1.79,32,HL
211,2,продолжение,2021-01-29 01:00,2021-02-01 12:00,HH·HL·LH·HL·LH,П25,HL,1839.65,1875.74,1841.76,1871.89,1856.58,1869.68,1.96,2.42,34,HL
212,1,рождение,2021-02-04 15:00,2021-02-08 00:00,LH·HL·HH·HL·HH,П1,LL,1785.02,1811.32,1793.53,1815.2,1809.63,1818.96,1.9,1.9,31,LL
213,1,рождение,2021-02-08 08:00,2021-02-10 13:00,HH·HL·HH·HL·HH,П6,LL,1807.87,1839.23,1828.93,1848.63,1832.28,1855.45,2.63,2.63,51,HL
214,1,рождение,2021-02-15 10:00,2021-02-16 10:00,LH·HL·HH·HL·LH,П5,LL,1816.07,1824.37,1816.19,1826.5,1818.96,1825.68,0.57,0.57,19,LL
215,1,рождение,2021-02-19 01:00,2021-02-22 01:00,HH·HL·HH·HL·LH,П12,LL,1760.75,1777.62,1767.99,1791.7,1777.42,1789.73,1.76,1.76,23,HL
215,2,продолжение,2021-02-22 03:00,2021-02-23 03:00,HH·HL·HH·HL·HH,П6,HL,1780.78,1799.3,1793.51,1812.72,1806.32,1816.1,1.98,3.14,23,LL
216,1,рождение,2021-03-02 03:00,2021-03-03 07:00,HH·HL·HH·HL·LH,П12,LL,1707.34,1736.35,1720.43,1741.02,1730.1,1736.01,1.97,1.97,27,LL
217,1,рождение,2021-03-12 09:00,2021-03-15 20:00,HH·HL·HH·HL·LH,П12,LL,1699.22,1734.08,1721.72,1734.58,1722.76,1732.25,2.08,2.08,35,HL
218,1,рождение,2021-03-18 13:00,2021-03-21 22:00,LH·HL·HH·HL·HH,П1,LL,1719.25,1737.72,1728.54,1745.43,1733.32,1747.05,1.62,1.62,31,LL
219,1,рождение,2021-03-24 01:00,2021-03-24 16:00,LH·HL·HH·HL·HH,П1,LL,1723.89,1734.54,1727.23,1735.99,1728.44,1738.62,0.85,0.85,15,HL
220,1,рождение,2021-03-31 02:00,2021-04-01 07:00,HH·HL·HH·HL·HH,П6,LL,1677.95,1688.82,1682.34,1715.28,1705.87,1720.06,2.51,2.51,28,HL
220,2,продолжение,2021-04-01 11:00,2021-04-05 15:00,HH·HL·LH·HL·HH,П16,HL,1710.48,1730.64,1721.37,1728.56,1721.97,1733.65,1.35,3.32,27,HL
220,3,продолжение,2021-04-05 18:00,2021-04-07 06:00,HH·HL·HH·HL·LH,П12,HL,1725.13,1738.64,1727.85,1745.44,1735.9,1742.37,1.18,4.02,34,LL
221,1,рождение,2021-04-14 14:00,2021-04-16 12:00,LH·HL·HH·HL·HH,П1,LL,1732.65,1740.55,1734.49,1769.66,1759.91,1783.9,2.96,2.96,44,HL
222,1,рождение,2021-04-20 09:00,2021-04-21 13:00,HH·HL·HH·HL·HH,П6,LL,1763.72,1780.51,1776.32,1788.44,1777.83,1797.72,1.93,1.93,27,HL
223,1,рождение,2021-04-26 12:00,2021-04-27 12:00,HH·HL·LH·HL·HH,П16,LL,1768.85,1784.2,1773.82,1783.47,1776.13,1785.66,0.95,0.95,23,LL
224,1,рождение,2021-04-30 14:00,2021-05-04 08:00,LH·HL·HH·HL·LH,П5,LL,1764.31,1772.36,1766.29,1798.07,1784.0,1790.6,1.91,1.91,40,LL
225,1,рождение,2021-05-05 12:00,2021-05-06 15:00,HH·HL·HH·HL·HH,П6,LL,1770.44,1788.03,1782.05,1795.85,1788.38,1818.13,2.69,2.69,26,HL
225,2,продолжение,2021-05-07 01:00,2021-05-09 23:00,HH·HL·HH·HL·LH,П12,HL,1812.91,1822.41,1817.37,1843.4,1817.38,1837.01,1.68,4.12,21,HL
226,1,рождение,2021-05-13 10:00,2021-05-17 17:00,HH·HL·HH·HL·HH,П6,LL,1808.87,1828.84,1819.85,1855.46,1844.11,1868.53,3.3,3.3,53,HL
227,1,рождение,2021-05-19 11:00,2021-05-20 16:00,HH·HL·LH·HL·HH,П16,LL,1852.23,1890.14,1862.06,1879.13,1865.31,1883.98,2.05,2.05,28,HL
228,1,рождение,2021-05-25 01:00,2021-05-26 03:00,HH·HL·HH·HL·HH,П6,LL,1872.76,1887.35,1879.89,1900.3,1897.07,1907.82,1.87,1.87,25,HL
229,1,рождение,2021-06-08 13:00,2021-06-10 06:00,LH·HL·HH·HL·LH,П5,LL,1883.79,1896.44,1887.43,1899.08,1888.06,1888.13,0.81,0.81,39,LL
230,1,рождение,2021-06-14 12:00,2021-06-15 13:00,LH·HL·LH·HL·LH,П29,LL,1844.63,1869.84,1858.76,1869.2,1862.29,1868.15,1.37,1.37,24,LL
231,1,рождение,2021-06-18 20:00,2021-06-22 11:00,LH·HL·HH·HL·LH,П5,LL,1761.04,1785.95,1773.56,1790.2,1776.52,1787.58,1.66,1.66,37,LL
232,1,рождение,2021-06-22 12:00,2021-06-23 14:00,LH·HL·HH·HL·HH,П1,LL,1772.39,1783.22,1775.22,1783.96,1777.61,1794.98,1.27,1.27,25,LL
233,1,рождение,2021-06-24 04:00,2021-06-27 22:00,LH·HL·HH·HL·LH,П5,LL,1772.88,1788.04,1773.67,1790.45,1776.38,1782.9,0.99,0.99,40,LL
234,1,рождение,2021-06-30 08:00,2021-07-02 01:00,HH·HL·HH·HL·LH,П12,LL,1753.44,1774.45,1765.74,1782.89,1768.4,1779.9,1.68,1.68,39,HL
234,2,продолжение,2021-07-02 07:00,2021-07-05 08:00,HH·HL·LH·HL·HH,П16,HL,1774.36,1795.1,1784.52,1789.97,1784.79,1794.74,1.17,2.38,24,HL
234,3,продолжение,2021-07-05 11:00,2021-07-07 12:00,HH·HL·LH·HL·HH,П16,HL,1789.28,1815.05,1790.15,1797.76,1793.99,1809.89,1.44,3.51,43,HL
235,1,рождение,2021-07-08 15:00,2021-07-09 18:00,LH·HL·LH·HL·HH,П20,LL,1794.21,1807.93,1796.74,1806.11,1798.33,1812.44,1.02,1.02,26,HL
236,1,рождение,2021-07-28 18:00,2021-07-30 07:00,HH·HL·HH·HL·LH,П12,LL,1792.8,1817.55,1815.23,1832.73,1825.99,1831.41,2.23,2.23,35,LL
237,1,рождение,2021-08-03 12:00,2021-08-04 13:00,HH·HL·HH·HL·HH,П6,LL,1807.17,1815.07,1809.04,1815.26,1810.86,1831.77,1.36,1.36,24,LL
238,1,рождение,2021-08-10 14:00,2021-08-12 07:00,LH·HL·HH·HL·HH,П1,LL,1717.79,1735.26,1728.98,1754.53,1748.95,1758.2,2.35,2.35,39,LL
239,1,рождение,2021-08-12 13:00,2021-08-16 01:00,LH·HL·HH·HL·HH,П1,LL,1741.65,1754.03,1751.74,1779.34,1775.96,1782.65,2.35,2.35,34,LL
240,1,рождение,2021-08-19 03:00,2021-08-20 16:00,HH·HL·LH·HL·LH,П25,LL,1774.21,1792.55,1776.46,1788.49,1778.42,1786.76,1.03,1.03,36,LL
241,1,рождение,2021-08-23 01:00,2021-08-24 06:00,HH·HL·HH·HL·LH,П12,LL,1776.56,1788.79,1784.35,1806.44,1800.84,1805.16,1.68,1.68,28,LL
242,1,рождение,2021-09-02 14:00,2021-09-06 06:00,LH·HL·HH·HL·LH,П5,LL,1804.9,1814.93,1810.76,1834.04,1825.24,1828.39,1.61,1.61,38,LL
243,1,рождение,2021-09-08 13:00,2021-09-10 05:00,LH·HL·LH·HL·HH,П20,LL,1782.47,1801.06,1783.9,1799.22,1791.02,1803.92,1.2,1.2,38,LL
244,1,рождение,2021-09-13 01:00,2021-09-14 07:00,LH·HL·HH·HL·LH,П5,LL,1783.8,1793.71,1785.25,1798.47,1789.82,1794.97,0.82,0.82,29,LL
245,1,рождение,2021-09-20 02:00,2021-09-22 06:00,HH·HL·HH·HL·LH,П12,LL,1742.08,1767.21,1758.0,1781.84,1772.36,1780.38,2.28,2.28,50,LL
246,1,рождение,2021-09-23 20:00,2021-09-27 02:00,LH·HL·LH·HL·HH,П20,LL,1737.84,1757.65,1740.52,1754.05,1746.04,1760.91,1.33,1.33,28,LL
247,1,рождение,2021-09-28 12:00,2021-09-29 10:00,LH·HL·HH·HL·HH,П1,LL,1728.19,1741.34,1732.88,1741.42,1736.76,1745.53,1.0,1.0,21,LL
248,1,рождение,2021-09-29 17:00,2021-10-01 02:00,LH·HL·HH·HL·LH,П5,LL,1721.71,1734.94,1722.29,1764.24,1750.67,1756.92,2.47,2.47,31,HL
249,1,рождение,2021-10-07 13:00,2021-10-08 18:00,LH·HL·HH·HL·LH,П5,LL,1752.03,1760.63,1754.39,1781.4,1755.6,1760.23,1.68,1.68,28,LL
250,1,рождение,2021-10-11 13:00,2021-10-13 15:00,LH·HL·HH·HL·HH,П1,LL,1750.24,1760.22,1750.81,1769.42,1757.89,1796.24,2.63,2.63,48,HL
251,1,рождение,2021-10-18 10:00,2021-10-20 12:00,LH·HL·HH·HL·HH,П1,LL,1760.38,1771.27,1762.95,1785.16,1766.94,1788.47,1.6,1.6,48,HL
251,2,продолжение,2021-10-20 13:00,2021-10-21 09:00,LH·HL·HH·HL·LH,П5,HL,1774.87,1787.62,1780.87,1789.46,1780.93,1787.98,0.82,1.65,19,LL
