тренд №,блок,тип блока,дата начала (0),дата конца (5),последовательность,№ посл.,подпись нуля,цена (0),цена (1),цена (2),цена (3),цена (4),цена (5),ход блока %,ход тренда от рождения %,баров,что после (5)
1,1,рождение,2017-08-04 14:00,2017-08-08 02:00,LH·HL·HH·HL·HH,П1,LL,1254.27,1259.64,1255.83,1260.04,1257.08,1261.05,0.54,0.54,34,HL
2,1,рождение,2017-08-15 13:00,2017-08-17 23:00,LH·HL·HH·HL·LH,П5,LL,1267.4,1275.18,1267.73,1290.25,1281.25,1289.46,1.8,1.8,55,HL
3,1,рождение,2017-08-22 14:00,2017-08-25 13:00,HH·HL·LH·HL·HH,П16,LL,1282.05,1291.6,1284.49,1290.25,1284.88,1295.15,1.02,1.02,68,LL
4,1,рождение,2017-08-25 13:00,2017-08-30 10:00,HH·HL·LH·HL·HH,П16,LL,1276.2,1326.13,1305.06,1313.53,1306.37,1313.78,3.91,3.91,66,LL
5,1,рождение,2017-10-03 01:00,2017-10-04 12:00,LH·HL·HH·HL·HH,П1,LL,1268.42,1272.55,1269.31,1274.78,1270.65,1282.32,1.1,1.1,34,LL
6,1,рождение,2017-10-06 13:00,2017-10-11 12:00,HH·HL·HH·HL·LH,П12,LL,1260.67,1285.59,1279.46,1294.31,1286.74,1291.41,2.67,2.67,68,LL
7,1,рождение,2017-10-11 17:00,2017-10-16 00:00,HH·HL·HH·HL·HH,П6,LL,1284.64,1297.57,1289.71,1298.52,1291.08,1304.69,1.56,1.56,52,HL
8,1,рождение,2017-10-27 12:00,2017-10-31 06:00,LH·HL·HH·HL·LH,П5,LL,1263.58,1274.71,1269.0,1278.89,1274.95,1278.24,1.21,1.21,40,LL
9,1,рождение,2017-10-31 14:00,2017-11-02 01:00,LH·HL·HH·HL·HH,П1,LL,1267.84,1272.06,1267.99,1280.92,1272.38,1281.53,1.08,1.08,33,HL
10,1,рождение,2017-11-03 15:00,2017-11-07 14:00,LH·HL·HH·HL·LH,П5,LL,1265.53,1271.19,1266.17,1283.08,1275.3,1280.13,1.39,1.39,44,LL
11,1,рождение,2017-11-07 15:00,2017-11-09 20:00,HH·HL·HH·HL·HH,П6,LL,1271.97,1287.26,1280.06,1288.28,1281.99,1288.74,1.32,1.32,51,HL
12,1,рождение,2017-11-14 08:00,2017-11-17 02:00,HH·HL·LH·HL·HH,П16,LL,1270.12,1289.61,1275.17,1281.88,1276.41,1284.08,1.53,1.53,63,HL
13,1,рождение,2017-11-20 18:00,2017-11-22 19:00,LH·HL·HH·HL·HH,П1,LL,1274.52,1281.48,1276.27,1284.83,1279.12,1294.7,1.58,1.58,47,HL
14,1,рождение,2017-11-24 11:00,2017-11-28 15:00,LH·HL·HH·HL·LH,П5,LL,1285.81,1291.43,1286.79,1299.33,1290.71,1297.57,1.05,1.05,47,LL
15,1,рождение,2017-12-07 20:00,2017-12-11 11:00,LH·HL·HH·HL·LH,П5,LL,1243.96,1249.76,1244.01,1252.42,1246.97,1251.54,0.68,0.68,37,LL
16,1,рождение,2017-12-12 15:00,2017-12-15 13:00,LH·HL·HH·HL·HH,П1,LL,1236.53,1245.32,1240.3,1259.17,1250.54,1261.96,2.06,2.06,67,HL
17,1,рождение,2017-12-19 18:00,2017-12-21 20:00,HH·HL·HH·HL·HH,П6,LL,1259.24,1266.45,1262.21,1268.34,1262.89,1268.97,0.77,0.77,48,HL
17,2,продолжение,2017-12-22 01:00,2017-12-26 18:00,HH·HL·HH·HL·HH,П6,HL,1265.08,1276.2,1273.41,1279.28,1277.08,1283.84,1.48,1.95,40,HL
17,3,продолжение,2017-12-27 04:00,2018-01-02 23:00,HH·HL·HH·HL·HH,П6,HL,1281.35,1289.03,1288.63,1296.38,1294.75,1321.59,3.14,4.95,87,HL
18,1,рождение,2018-01-04 01:00,2018-01-08 11:00,HH·HL·LH·HL·LH,П25,LL,1305.94,1326.06,1313.68,1322.18,1314.75,1321.15,1.54,1.54,56,HL
19,1,рождение,2018-01-11 07:00,2018-01-17 02:00,HH·HL·HH·HL·LH,П12,LL,1315.82,1333.24,1323.42,1344.87,1331.91,1344.08,2.21,2.21,83,HL
20,1,рождение,2018-01-18 01:00,2018-01-21 23:00,LH·HL·HH·HL·LH,П5,LL,1324.3,1333.2,1325.58,1338.16,1332.23,1335.78,1.05,1.05,44,LL
21,1,рождение,2018-01-22 07:00,2018-01-25 18:00,LH·HL·HH·HL·LH,П5,LL,1328.5,1335.69,1330.79,1366.11,1356.51,1364.88,2.83,2.83,80,LL
22,1,рождение,2018-02-08 12:00,2018-02-12 17:00,HH·HL·HH·HL·LH,П12,LL,1307.08,1322.84,1311.21,1326.7,1316.84,1326.23,1.5,1.5,51,HL
23,1,рождение,2018-02-22 07:00,2018-02-26 07:00,LH·HL·LH·HL·HH,П20,LL,1321.03,1332.34,1325.88,1331.72,1326.73,1341.07,1.52,1.52,46,HL
24,1,рождение,2018-03-01 15:00,2018-03-05 07:00,LH·HL·HH·HL·HH,П1,LL,1302.83,1321.25,1315.82,1325.58,1317.57,1327.87,1.92,1.92,38,HL
25,1,рождение,2018-03-22 17:00,2018-03-27 06:00,HH·HL·HH·HL·HH,П6,LL,1324.81,1351.04,1343.55,1355.95,1350.88,1356.92,2.42,2.42,58,LL
26,1,рождение,2018-04-09 10:00,2018-04-12 07:00,HH·HL·HH·HL·LH,П12,LL,1326.93,1338.38,1331.09,1365.37,1347.65,1352.35,2.9,2.9,66,LL
27,1,рождение,2018-04-13 11:00,2018-04-17 01:00,LH·HL·HH·HL·LH,П5,LL,1333.48,1348.87,1341.18,1350.59,1345.34,1349.45,1.28,1.28,36,LL
28,1,рождение,2018-04-17 12:00,2018-04-19 07:00,LH·HL·HH·HL·LH,П5,LL,1337.71,1347.78,1342.38,1355.81,1347.61,1354.76,1.35,1.35,41,LL
29,1,рождение,2018-05-01 14:00,2018-05-03 12:00,LH·HL·LH·HL·HH,П20,LL,1301.76,1313.72,1303.96,1310.62,1306.5,1318.18,1.26,1.26,44,HL
30,1,рождение,2018-05-21 07:00,2018-05-23 00:00,LH·HL·HH·HL·LH,П5,LL,1282.03,1293.54,1287.95,1296.64,1291.02,1295.71,1.14,1.14,39,LL
31,1,рождение,2018-05-29 13:00,2018-05-31 14:00,LH·HL·HH·HL·LH,П5,LL,1292.89,1304.73,1295.91,1306.91,1298.72,1306.32,1.08,1.08,47,LL
32,1,рождение,2018-06-01 12:00,2018-06-06 14:00,LH·HL·HH·HL·HH,П1,LL,1289.57,1298.09,1289.91,1300.63,1293.9,1301.91,0.96,0.96,71,HL
33,1,рождение,2018-06-21 12:00,2018-06-25 00:00,LH·HL·HH·HL·HH,П1,LL,1261.26,1270.23,1266.75,1271.18,1266.95,1272.7,0.91,0.91,34,LL
34,1,рождение,2018-07-05 10:00,2018-07-09 11:00,HH·HL·LH·HL·HH,П16,LL,1251.38,1259.82,1252.93,1259.58,1253.61,1266.02,1.17,1.17,47,HL
35,1,рождение,2018-07-19 12:00,2018-07-24 14:00,HH·HL·HH·HL·LH,П12,LL,1211.52,1229.6,1215.64,1235.24,1218.19,1229.62,1.96,1.96,71,HL
36,1,рождение,2018-08-08 12:00,2018-08-10 00:00,HH·HL·HH·HL·LH,П12,LL,1206.54,1217.25,1210.83,1217.4,1211.39,1213.52,0.9,0.9,34,LL
37,1,рождение,2018-08-16 00:00,2018-08-20 08:00,LH·HL·LH·HL·HH,П20,LL,1160.32,1182.18,1171.92,1179.38,1173.58,1189.9,2.55,2.55,54,HL
37,2,продолжение,2018-08-20 14:00,2018-08-22 12:00,HH·HL·HH·HL·HH,П6,HL,1184.7,1196.44,1187.71,1197.87,1192.66,1201.71,1.44,3.57,44,LL
38,1,рождение,2018-08-24 00:00,2018-08-28 10:00,HH·HL·HH·HL·HH,П6,LL,1183.15,1208.71,1203.21,1212.56,1208.09,1214.41,2.64,2.64,56,LL
39,1,рождение,2018-09-04 14:00,2018-09-07 01:00,LH·HL·HH·HL·LH,П5,LL,1189.69,1200.04,1195.67,1207.08,1196.82,1203.57,1.46,1.46,56,LL
40,1,рождение,2018-09-11 13:00,2018-09-13 13:00,HH·HL·HH·HL·HH,П6,LL,1187.82,1199.46,1192.73,1208.54,1203.48,1212.75,2.1,2.1,46,LL
41,1,рождение,2018-09-17 00:00,2018-09-19 12:00,LH·HL·LH·HL·HH,П20,LL,1192.89,1204.92,1195.9,1203.63,1196.99,1206.25,1.12,1.12,58,HL
42,1,рождение,2018-09-21 13:00,2018-09-26 05:00,LH·HL·LH·HL·LH,П29,LL,1192.02,1204.23,1197.2,1203.41,1200.01,1202.58,1.02,1.02,61,LL
43,1,рождение,2018-09-28 07:00,2018-10-03 02:00,HH·HL·LH·HL·HH,П16,LL,1180.77,1194.01,1184.62,1192.12,1189.12,1208.4,2.34,2.34,64,HL
44,1,рождение,2018-10-08 15:00,2018-10-11 00:00,LH·HL·LH·HL·HH,П20,LL,1182.9,1191.98,1183.38,1191.48,1185.38,1195.18,1.04,1.04,54,HL
44,2,продолжение,2018-10-11 01:00,2018-10-15 09:00,HH·HL·LH·HL·HH,П16,HL,1191.37,1226.4,1215.9,1223.81,1216.35,1233.29,3.52,4.26,54,HL
45,1,рождение,2018-10-18 06:00,2018-10-22 00:00,HH·HL·HH·HL·LH,П12,LL,1218.74,1230.26,1223.11,1230.86,1225.57,1229.63,1.0,1.0,40,LL
46,1,рождение,2018-11-13 10:00,2018-11-15 09:00,LH·HL·HH·HL·LH,П5,LL,1196.44,1204.72,1197.76,1216.68,1208.39,1216.58,1.69,1.69,45,LL
47,1,рождение,2018-11-15 13:00,2018-11-20 13:00,HH·HL·LH·HL·HH,П16,LL,1207.68,1225.36,1218.1,1225.3,1221.24,1228.88,1.76,1.76,69,LL
48,1,рождение,2018-11-30 14:00,2018-12-06 02:00,HH·HL·HH·HL·LH,П12,LL,1216.75,1235.07,1230.08,1242.04,1233.42,1240.85,2.08,2.08,80,HL
48,2,продолжение,2018-12-06 07:00,2018-12-11 10:00,HH·HL·HH·HL·LH,П12,HL,1234.79,1244.36,1236.53,1251.28,1241.64,1249.58,1.34,2.84,72,LL
49,1,рождение,2018-12-11 19:00,2018-12-13 07:00,LH·HL·HH·HL·LH,П5,LL,1241.09,1246.25,1242.09,1247.24,1244.05,1246.84,0.5,0.5,34,LL
50,1,рождение,2018-12-14 14:00,2018-12-18 11:00,LH·HL·HH·HL·HH,П1,LL,1233.0,1240.39,1235.87,1248.2,1245.17,1250.48,1.42,1.42,43,HL
51,1,рождение,2018-12-19 21:00,2018-12-26 16:00,HH·HL·LH·HL·HH,П16,LL,1241.85,1266.56,1254.01,1265.48,1259.44,1279.13,3.0,3.0,85,HL
51,2,продолжение,2018-12-26 20:00,2018-12-31 11:00,LH·HL·HH·HL·HH,П1,HL,1264.72,1272.42,1266.75,1282.24,1277.56,1284.2,1.54,3.41,60,HL
51,3,продолжение,2018-12-31 18:00,2019-01-04 01:00,HH·HL·HH·HL·HH,П6,HL,1278.16,1288.84,1278.86,1292.35,1284.67,1298.63,1.6,4.57,52,LL
52,1,рождение,2019-01-08 13:00,2019-01-11 08:00,LH·HL·HH·HL·LH,П5,LL,1279.44,1287.24,1280.15,1297.19,1286.14,1295.25,1.39,1.39,64,HL
53,1,рождение,2019-01-15 17:00,2019-01-17 08:00,LH·HL·HH·HL·LH,П5,LL,1286.81,1292.76,1287.98,1295.43,1291.43,1295.08,0.67,0.67,37,LL
54,1,рождение,2019-01-21 12:00,2019-01-23 01:00,LH·HL·HH·HL·HH,П1,LL,1276.85,1281.11,1277.54,1284.93,1279.35,1285.78,0.7,0.7,31,HL
55,1,рождение,2019-01-24 13:00,2019-01-29 00:00,LH·HL·HH·HL·HH,П1,LL,1276.91,1283.98,1279.59,1304.52,1297.77,1304.69,2.18,2.18,56,HL
55,2,продолжение,2019-01-29 14:00,2019-02-01 13:00,HH·HL·HH·HL·LH,П12,HL,1306.24,1316.05,1309.16,1326.31,1316.74,1323.58,1.54,3.87,68,LL
56,1,рождение,2019-02-05 09:00,2019-02-06 08:00,HH·HL·LH·HL·LH,П25,LL,1310.82,1316.95,1312.76,1315.87,1312.85,1315.67,0.47,0.47,22,LL
57,1,рождение,2019-02-11 14:00,2019-02-13 06:00,LH·HL·HH·HL·LH,П5,LL,1303.76,1310.42,1306.6,1314.8,1308.37,1314.3,0.85,0.85,38,LL
58,1,рождение,2019-02-14 12:00,2019-02-18 13:00,LH·HL·HH·HL·HH,П1,LL,1302.45,1314.42,1314.34,1325.37,1321.38,1327.6,1.93,1.93,47,HL
59,1,рождение,2019-03-07 08:00,2019-03-13 19:00,HH·HL·HH·HL·HH,П6,LL,1280.92,1289.05,1282.96,1300.84,1290.56,1311.29,2.37,2.37,104,HL
59,2,продолжение,2019-03-14 13:00,2019-03-18 12:00,LH·HL·HH·HL·HH,П1,HL,1292.93,1297.11,1294.19,1306.45,1298.33,1306.78,1.07,2.02,45,HL
59,3,продолжение,2019-03-18 17:00,2019-03-20 06:00,HH·HL·HH·HL·LH,П12,HL,1301.1,1307.93,1303.81,1310.93,1303.93,1306.64,0.76,2.34,35,LL
60,1,рождение,2019-03-20 15:00,2019-03-25 18:00,HH·HL·LH·HL·HH,П16,LL,1298.8,1320.43,1303.35,1314.96,1311.12,1324.57,1.98,1.98,72,HL
61,1,рождение,2019-04-04 13:00,2019-04-09 01:00,HH·HL·HH·HL·LH,П12,LL,1280.98,1294.45,1284.5,1303.75,1296.35,1300.12,1.78,1.78,57,HL
62,1,рождение,2019-04-18 06:00,2019-04-22 10:00,HH·HL·HH·HL·HH,П6,LL,1271.28,1277.69,1272.62,1279.81,1276.52,1279.88,0.68,0.68,27,LL
63,1,рождение,2019-04-23 14:00,2019-04-25 13:00,HH·HL·HH·HL·HH,П6,LL,1266.42,1278.55,1273.47,1278.59,1275.29,1282.65,1.28,1.28,45,LL
64,1,рождение,2019-05-02 13:00,2019-05-05 22:00,LH·HL·HH·HL·HH,П1,LL,1266.39,1272.86,1268.47,1282.51,1278.1,1285.86,1.54,1.54,31,LL
65,1,рождение,2019-05-06 13:00,2019-05-09 00:00,LH·HL·HH·HL·LH,П5,LL,1277.12,1283.7,1278.26,1291.51,1279.5,1282.86,1.13,1.13,56,HL
65,2,продолжение,2019-05-09 02:00,2019-05-10 14:00,HH·HL·LH·HL·HH,П16,HL,1279.71,1288.2,1283.24,1286.97,1283.39,1289.45,0.76,0.97,35,LL
66,1,рождение,2019-05-15 06:00,2019-05-16 07:00,HH·HL·LH·HL·HH,П16,LL,1293.14,1300.92,1294.8,1297.37,1295.25,1298.76,0.6,0.6,24,LL
67,1,рождение,2019-05-21 13:00,2019-05-23 15:00,LH·HL·HH·HL·HH,П1,LL,1269.6,1275.4,1272.58,1277.33,1272.91,1287.35,1.4,1.4,48,HL
68,1,рождение,2019-05-30 07:00,2019-06-04 08:00,HH·HL·HH·HL·HH,П6,LL,1275.12,1289.27,1312.83,1328.0,1321.72,1329.11,4.23,4.23,70,LL
69,1,рождение,2019-06-04 12:00,2019-06-06 16:00,HH·HL·LH·HL·HH,П16,LL,1320.04,1344.14,1327.12,1333.84,1327.32,1339.8,1.83,1.83,50,HL
70,1,рождение,2019-06-11 12:00,2019-06-13 08:00,LH·HL·HH·HL·HH,П1,LL,1320.0,1328.84,1326.12,1338.42,1329.96,1339.12,1.45,1.45,42,HL
71,1,рождение,2019-06-17 09:00,2019-06-19 05:00,LH·HL·HH·HL·LH,П5,LL,1333.12,1343.3,1338.74,1354.62,1339.43,1347.55,1.61,1.61,42,HL
71,2,продолжение,2019-06-19 11:00,2019-06-24 01:00,HH·HL·HH·HL·LH,П12,HL,1341.44,1394.28,1377.98,1411.99,1382.56,1411.28,5.26,5.92,59,HL
72,1,рождение,2019-07-01 07:00,2019-07-04 01:00,LH·HL·HH·HL·LH,П5,LL,1381.9,1396.37,1383.07,1437.8,1412.15,1421.74,4.04,4.04,63,LL
73,1,рождение,2019-07-09 08:00,2019-07-12 07:00,HH·HL·HH·HL·LH,П12,LL,1385.87,1400.09,1390.05,1427.2,1401.06,1412.46,2.98,2.98,68,HL
74,1,рождение,2019-07-17 09:00,2019-07-22 05:00,HH·HL·HH·HL·LH,П12,LL,1400.21,1430.61,1414.77,1453.01,1420.34,1429.99,3.77,3.77,65,LL
75,1,рождение,2019-07-23 05:00,2019-07-24 22:00,HH·HL·LH·HL·LH,П25,LL,1414.3,1430.19,1416.19,1429.55,1420.6,1426.66,1.12,1.12,39,HL
76,1,рождение,2019-07-29 13:00,2019-07-30 18:00,HH·HL·HH·HL·HH,П6,LL,1414.94,1428.09,1422.41,1431.05,1425.02,1433.28,1.3,1.3,28,HL
77,1,рождение,2019-08-01 13:00,2019-08-06 00:00,HH·HL·LH·HL·HH,П16,LL,1400.61,1449.0,1430.39,1447.91,1436.79,1474.9,5.3,5.3,56,HL
77,2,продолжение,2019-08-06 04:00,2019-08-09 06:00,HH·HL·LH·HL·LH,П25,HL,1456.49,1510.45,1490.12,1509.62,1499.19,1508.14,3.7,7.84,71,LL
78,1,рождение,2019-08-22 11:00,2019-08-26 14:00,LH·HL·HH·HL·LH,П5,LL,1492.59,1504.7,1493.67,1555.18,1525.19,1537.12,4.19,4.19,49,HL
78,2,продолжение,2019-08-27 01:00,2019-08-28 12:00,LH·HL·HH·HL·HH,П1,HL,1525.84,1535.07,1528.62,1544.72,1532.0,1546.93,1.38,3.64,34,HL
79,1,рождение,2019-08-30 17:00,2019-09-03 23:00,HH·HL·LH·HL·HH,П16,LL,1517.16,1535.08,1519.44,1531.34,1521.73,1550.17,2.18,2.18,47,HL
80,1,рождение,2019-09-06 12:00,2019-09-09 13:00,LH·HL·LH·HL·HH,П20,LL,1502.71,1527.84,1503.43,1512.6,1504.71,1515.47,1.67,1.67,24,LL
81,1,рождение,2019-09-10 20:00,2019-09-12 12:00,LH·HL·HH·HL·HH,П1,LL,1484.7,1495.07,1487.0,1498.5,1489.36,1524.25,2.66,2.66,38,HL
82,1,рождение,2019-09-18 18:00,2019-09-23 15:00,LH·HL·HH·HL·HH,П1,LL,1483.31,1506.85,1498.7,1519.62,1511.65,1526.8,2.93,2.93,66,HL
83,1,рождение,2019-10-01 08:00,2019-10-03 14:00,LH·HL·HH·HL·HH,П1,LL,1459.17,1487.26,1474.64,1505.19,1495.92,1519.65,4.14,4.14,52,HL
84,1,рождение,2019-10-08 01:00,2019-10-10 12:00,LH·HL·HH·HL·LH,П5,LL,1487.17,1511.47,1499.94,1517.11,1503.9,1511.39,2.01,2.01,57,LL
85,1,рождение,2019-10-11 14:00,2019-10-15 10:00,LH·HL·LH·HL·HH,П20,LL,1474.09,1497.15,1488.78,1495.49,1488.92,1498.49,1.65,1.65,42,LL
86,1,рождение,2019-10-16 12:00,2019-10-18 13:00,HH·HL·HH·HL·LH,П12,LL,1477.23,1493.13,1483.53,1497.29,1485.07,1493.42,1.36,1.36,47,HL
87,1,рождение,2019-10-22 00:00,2019-10-24 02:00,LH·HL·HH·HL·LH,П5,LL,1480.96,1489.05,1482.96,1496.27,1491.04,1493.64,1.03,1.03,48,LL
88,1,рождение,2019-10-30 18:00,2019-11-04 13:00,HH·HL·HH·HL·LH,П12,LL,1481.26,1514.77,1503.41,1516.17,1508.67,1514.88,2.36,2.36,63,LL
89,1,рождение,2019-11-05 18:00,2019-11-07 07:00,LH·HL·HH·HL·LH,П5,LL,1479.48,1487.41,1483.05,1494.25,1489.92,1492.16,1.0,1.0,35,LL
90,1,рождение,2019-11-12 15:00,2019-11-14 08:00,HH·HL·HH·HL·HH,П6,LL,1445.71,1466.78,1460.47,1467.08,1461.2,1470.53,1.72,1.72,39,HL
91,1,рождение,2019-11-18 12:00,2019-11-21 02:00,HH·HL·HH·HL·LH,П12,LL,1456.46,1475.39,1464.88,1478.74,1466.02,1475.68,1.53,1.53,59,LL
92,1,рождение,2019-11-29 13:00,2019-12-03 14:00,HH·HL·LH·HL·HH,П16,LL,1453.15,1466.46,1454.18,1465.46,1460.02,1481.81,1.97,1.97,44,HL
93,1,рождение,2019-12-08 23:00,2019-12-10 14:00,LH·HL·LH·HL·HH,П20,LL,1458.8,1465.41,1459.21,1462.12,1460.18,1469.22,0.71,0.71,38,HL
94,1,рождение,2019-12-12 23:00,2019-12-16 21:00,LH·HL·HH·HL·LH,П5,LL,1461.88,1478.08,1473.28,1479.93,1473.87,1476.85,1.23,1.23,45,HL
95,1,рождение,2019-12-18 13:00,2019-12-20 14:00,LH·HL·HH·HL·LH,П5,LL,1470.58,1478.01,1473.36,1481.76,1476.87,1481.05,0.76,0.76,47,LL
96,1,рождение,2019-12-20 16:00,2019-12-30 03:00,HH·HL·HH·HL·HH,П6,LL,1475.92,1485.3,1480.57,1514.04,1507.42,1515.82,2.7,2.7,99,HL
96,2,продолжение,2019-12-30 11:00,2020-01-03 11:00,HH·HL·LH·HL·HH,П16,HL,1510.88,1525.38,1516.71,1524.92,1517.11,1551.54,2.69,5.12,69,HL
97,1,рождение,2020-01-09 06:00,2020-01-10 21:00,LH·HL·LH·HL·HH,П20,LL,1540.26,1556.58,1544.92,1555.13,1545.78,1563.18,1.49,1.49,38,HL
98,1,рождение,2020-01-21 14:00,2020-01-23 18:00,LH·HL·HH·HL·HH,П1,LL,1546.4,1560.07,1550.28,1563.82,1551.99,1567.97,1.39,1.39,50,HL
98,2,продолжение,2020-01-24 13:00,2020-01-28 09:00,HH·HL·LH·HL·LH,П25,HL,1556.63,1588.63,1575.93,1586.34,1577.14,1582.36,2.06,2.73,42,LL
99,1,рождение,2020-02-05 09:00,2020-02-07 00:00,LH·HL·HH·HL·HH,П1,LL,1547.55,1559.64,1552.56,1568.34,1561.66,1569.19,1.4,1.4,37,LL
100,1,рождение,2020-02-12 08:00,2020-02-13 15:00,LH·HL·HH·HL·HH,П1,LL,1561.98,1567.75,1563.61,1570.5,1571.93,1578.38,1.05,1.05,30,HL
100,2,продолжение,2020-02-14 03:00,2020-02-19 11:00,HH·HL·HH·HL·HH,П6,HL,1573.16,1585.08,1578.93,1605.13,1599.61,1611.33,2.43,3.16,73,HL
100,3,продолжение,2020-02-19 14:00,2020-02-25 15:00,HH·HL·HH·HL·LH,П12,HL,1602.44,1612.98,1603.98,1689.38,1633.17,1658.52,5.43,8.16,93,LL
101,1,рождение,2020-02-28 18:00,2020-03-03 23:00,LH·HL·LH·HL·HH,П20,LL,1563.04,1611.07,1584.12,1601.24,1593.58,1653.0,5.76,5.76,50,HL
101,2,продолжение,2020-03-04 07:00,2020-03-08 23:00,LH·HL·HH·HL·HH,П1,HL,1631.96,1649.41,1633.97,1689.99,1642.35,1703.28,4.37,8.97,62,HL
102,1,рождение,2020-03-16 13:00,2020-03-18 12:00,LH·HL·HH·HL·LH,П5,LL,1451.43,1519.43,1465.81,1554.01,1487.42,1523.13,7.07,7.07,45,LL
103,1,рождение,2020-03-19 22:00,2020-03-24 02:00,HH·HL·LH·HL·HH,П16,LL,1455.32,1516.18,1479.46,1508.41,1485.17,1583.65,8.82,8.82,50,HL
103,2,продолжение,2020-03-24 06:00,2020-03-26 17:00,HH·HL·LH·HL·HH,П16,HL,1560.34,1640.35,1596.38,1627.68,1597.64,1644.43,5.39,12.99,57,HL
104,1,рождение,2020-04-01 13:00,2020-04-03 12:00,LH·HL·HH·HL·HH,П1,LL,1572.83,1596.07,1583.22,1619.97,1607.18,1623.17,3.2,3.2,45,LL
105,1,рождение,2020-04-03 12:00,2020-04-07 07:00,HH·HL·HH·HL·LH,П12,LL,1606.82,1626.06,1609.26,1675.61,1655.0,1669.48,4.28,4.28,41,LL
106,1,рождение,2020-04-08 00:00,2020-04-12 22:00,LH·HL·HH·HL·HH,П1,LL,1641.47,1655.54,1642.58,1656.59,1643.84,1692.83,3.13,3.13,44,HL
106,2,продолжение,2020-04-13 13:00,2020-04-16 12:00,HH·HL·LH·HL·HH,П16,HL,1686.3,1747.72,1708.28,1727.03,1708.99,1738.75,3.64,6.47,68,LL
107,1,рождение,2020-04-21 11:00,2020-04-23 15:00,LH·HL·HH·HL·HH,П1,LL,1661.42,1691.6,1680.48,1719.49,1707.42,1738.88,4.66,4.66,50,HL
108,1,рождение,2020-05-05 07:00,2020-05-06 08:00,LH·HL·HH·HL·LH,П5,LL,1689.82,1709.79,1693.27,1711.92,1700.83,1708.49,1.31,1.31,24,LL
109,1,рождение,2020-05-06 20:00,2020-05-08 09:00,LH·HL·HH·HL·HH,П1,LL,1682.63,1694.16,1684.66,1722.29,1711.41,1723.65,2.44,2.44,35,LL
110,1,рождение,2020-05-11 15:00,2020-05-13 23:00,LH·HL·LH·HL·HH,П20,LL,1692.13,1711.19,1698.09,1706.66,1699.26,1719.91,1.64,1.64,53,HL
111,1,рождение,2020-05-27 13:00,2020-06-01 05:00,HH·HL·LH·HL·HH,П16,LL,1694.01,1727.55,1711.47,1722.4,1712.62,1744.69,2.99,2.99,61,HL
112,1,рождение,2020-06-03 14:00,2020-06-05 08:00,LH·HL·HH·HL·LH,П5,LL,1689.59,1705.57,1700.45,1721.48,1707.05,1713.66,1.89,1.89,40,LL
113,1,рождение,2020-06-05 14:00,2020-06-09 14:00,LH·HL·HH·HL·HH,П1,LL,1670.44,1697.62,1686.48,1704.91,1692.37,1720.89,3.02,3.02,46,HL
114,1,рождение,2020-06-18 14:00,2020-06-24 00:00,HH·HL·HH·HL·HH,П6,LL,1717.69,1758.68,1742.68,1763.13,1747.57,1773.55,3.25,3.25,78,HL
115,1,рождение,2020-06-24 22:00,2020-06-26 08:00,LH·HL·LH·HL·HH,П20,LL,1754.25,1769.0,1755.56,1766.36,1758.31,1766.88,0.84,0.84,33,LL
116,1,рождение,2020-06-26 14:00,2020-06-30 06:00,HH·HL·LH·HL·LH,П25,LL,1747.57,1775.69,1765.94,1774.32,1768.84,1773.86,1.61,1.61,38,LL
117,1,рождение,2020-07-06 02:00,2020-07-08 14:00,HH·HL·HH·HL·HH,П6,LL,1770.1,1787.39,1773.79,1797.41,1791.53,1818.09,2.71,2.71,58,HL
118,1,рождение,2020-07-16 19:00,2020-07-22 01:00,HH·HL·HH·HL·HH,П6,LL,1795.12,1811.92,1805.88,1820.65,1815.85,1865.84,3.94,3.94,74,HL
118,2,продолжение,2020-07-22 09:00,2020-07-27 03:00,HH·HL·HH·HL·HH,П6,HL,1846.52,1876.71,1863.85,1888.81,1869.98,1944.77,5.32,8.34,63,HL
119,1,рождение,2020-07-30 15:00,2020-08-03 06:00,HH·HL·HH·HL·LH,П12,LL,1939.34,1983.1,1959.96,1986.77,1960.54,1977.54,2.45,2.45,37,HL
120,1,рождение,2020-08-12 04:00,2020-08-13 17:00,LH·HL·LH·HL·HH,П20,LL,1862.9,1949.5,1907.11,1942.84,1920.51,1966.42,5.56,5.56,36,HL
121,1,рождение,2020-08-27 14:00,2020-09-01 07:00,LH·HL·LH·HL·HH,П20,LL,1910.19,1976.78,1954.42,1975.1,1965.34,1992.57,4.31,4.31,62,LL
122,1,рождение,2020-09-11 03:00,2020-09-14 15:00,LH·HL·LH·HL·HH,П20,LL,1937.24,1954.77,1937.25,1951.74,1940.03,1962.54,1.31,1.31,35,HL
123,1,рождение,2020-09-17 13:00,2020-09-21 01:00,LH·HL·HH·HL·LH,П5,LL,1932.89,1956.17,1945.25,1960.13,1946.72,1955.62,1.41,1.41,34,LL
124,1,рождение,2020-09-28 08:00,2020-09-30 15:00,HH·HL·HH·HL·HH,П6,LL,1848.8,1887.33,1875.68,1899.18,1881.52,1902.35,2.9,2.9,53,HL
125,1,рождение,2020-10-07 01:00,2020-10-11 23:00,LH·HL·HH·HL·HH,П1,LL,1872.9,1898.07,1879.3,1900.69,1882.0,1933.29,3.22,3.22,67,HL
